"","links","names"
"221","/watch?v=tpe2WxWl3f0","Ascension VII SSBU Top 64 Grand Finals - Stroder (Greninja) vs AR|Prodigy (Mario)"
"222","/watch?v=VJInqqHZRu0","Spectrum #102 - Africa | Jakal (Wolf) Vs. BCe | Juice (Falco) - Grand Finals - SSBU"
"223","/watch?v=ki3Yssb4CBw","SSBU #32 - Puppeh vs. WaDi - Grand Finals - Smash Ultimate - 7/18/19"
"224","/watch?v=ipScZODL1LQ","Smash Ultimate Tournament - ZD [L] (Fox) Vs. Puppeh  (PT, ROB) - The Grind 85 SSBU Grand Finals"
"225","/watch?v=tT_446ZMY6s","LTC7  - Liquid | Dabuz (Olimar) vs TSM | Tweek (PT) Grand Finals - SSBU"
"226","/watch?v=7ekZyjI5EJQ","LTC 7 - Light + Marss vs Lui$ + Bestness - Grand Finals SSBU"
"227","/watch?v=OlM7uogb52Q","Smash Ultimate Tournament - Venia (Greninja) Vs. Gen (Palutena) SSBU Xeno 169 Grand Finals"
"228","/watch?v=HQ5psb_TQ6A","SL Ultimate #32 - SuperGirlKels (Sonic) vs Jayy (Pokemon Trainer) - Grand Finals"
"229","/watch?v=exp3utAdd7Y","WNF 2.11 Elegant (Luigi) vs Sparg0 (Cloud) - Grand Finals - Smash Ultimate"
"230","/watch?v=BBKsZGLO7_E","HAT 74 - Zenyou (Mario) Vs. Demise | Nicko (Shulk) Grand Finals - Smash Ultimate"
"231","/watch?v=c5ogc8thODA","Smash Ultimate Tournament - Minix (ROB) Vs. JLim [L] (Snake) - The Grind 84 SSBU Grand Finals"
"232","/watch?v=sc8Zfz7GfrQ","SSBU - Nicholades vs D'Nasty Kyeean VersusCommunity Grand Finals"
"233","/watch?v=uPC6Cr1rXPU","Doorstop(PKMN Trainer) vs Darkshad(Ken)  Arcade Legacy #26 SSBU  Grand Finals"
"234","/watch?v=JN5WvubYNxg","MSM 198 - CLG | VoiD (Pikachu) Vs FS | Eon (Fox) Grand Finals - Smash Ultimate"
"235","/watch?v=cKEReCWpnFg","BreakThrough 2019 - Kiraflax (ROB) Vs GOHAN (Joker, Ganon, Snake) Grand Finals - Smash Ultimate"
"236","/watch?v=xsjQH1tpixI","TJ 13 SSBU Grand Finals - Zero (ROB / Joker) vs SilentRain (Dr. Mario)"
"237","/watch?v=01C1hN6ktEE","SR5 SSBU - DaNeel (Bowser Jr.) Vs. Z Baby (Palutena) Grand Finals Smash Ultimate"
"238","/watch?v=K5OsyEJ9XOI","STL Ultimate - Z (Cloud, Palutena) vs Venom (Ken) - Grand Finals"
"239","/watch?v=7kyJEIsANto","SSBU - Mark Need An Internship vs EL Stupido VersusCommunity Grand Finals"
"240","/watch?v=2SYwts-nJZU","SSBU #31 - Rags vs. JeBB - Grand Finals - Smash Ultimate - 7/11/19"
"241","/watch?v=fL62fGaXKVM","SOS 142 SSBU Grand finals - Junior Z (Roy) vs TUXI Stroder (Fox / Wolf / Luigi / Falco / Mario)"
"242","/watch?v=pqKyLvjgM1M","USW 30 - TLOC | Awestin (Ness) vs Deluxemenu (Bowser) Grand Finals - SSBU"
"243","/watch?v=doOrSgYkPk4","AKON 2019 - SU | Hakii (ZSS) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"244","/watch?v=OPaFWzOBQuU","Albion 4 | Glutonny (Wario) vs Dabuz (Olimar, Rosalina & Luma) | Grand Finals"
"245","/watch?v=m1aoxVsbEOs","Rushdown 28   TLOC  Awestin Ness vs TLOC  Denti PT, Palutena Grand Finals   SSBU"
"246","/watch?v=Q_AkflL19C8","Doorstop(ZSS) vs Darkshad(Ken,Shulk)  Big AL #6  SSBU  Grand Finals"
"247","/watch?v=4tvkyL3BeHk","Pinnacle 2019 SSBU - CACAW | Big D (Ice Climbers) Vs DEM | Pandarian (PT) Smash Ultimate Grand Final"
"248","/watch?v=N3CYw2g14uY","CROSSOVER - Andrew T (Ness, Zss) Vs. Nhan (Lucina, Pichu) - Grand Finals - SSBU"
"249","/watch?v=zuvnGUvWkXA","TSL 179 SSBU Grand Finals Skylar (G&W) vs. BassMage (Puff/ICs)"
"250","/watch?v=44cNZL0p1kY","SL Ultimate #30 - Smokk (Inkling, Ganon) vs Kaltho (Jigglypuff, Zelda) - Grand Finals"
"251","/watch?v=tF-VIkF6zQ8","SOS 141 SSBU Grand Finals JumboJack (Falco) vs. Skylar (Incineroar)"
"252","/watch?v=bZmwMbCWk2k","Smash Ultimate Tournament - Jul (Robin) Vs. Nelvin (Diddy Kong) SSBU Xeno 168 Grand Finals"
"253","/watch?v=JFQ7QfHnxuA","SSBU - THINN vs EINSTRO VersusCommunity Grand Finals"
"254","/watch?v=GCTnZ97VuFs","VS 2019 SSBU - KOR TANARK (FOX) VS USA JJROCKET (DIDDY KONG) | Smash Ultimate Grand Final"
"255","/watch?v=es86uG_XRq0","Smash Ultimate Tournament - Dexter [L] (Wolf) Vs. Dazai (Roy) - The Grind 82 SSBU Grand Finals"
"256","/watch?v=lMrYPJBnXQ0","ELECTRIFY SSBU Wi-Fi Tournament - Grand Finals - +Makken (Roy, Inkling) VS nightblitz42 (Lucario)"
"257","/watch?v=Ssr3jY_Hf08","CEO 2019 SSBU GRAND FINALS - ECHOFOX MKLEO vs PG MARSS"
"258","/watch?v=bmTVCtsKSeI","CEO 2019 SSBU - FOX | MkLeo (Joker) Vs. PG | Marss (ZSS, Falcon) Smash Ultimate Grand Finals"
"259","/watch?v=47_viQuoCJA","Mega Drive 10 SSBU - GoofyGoober (Greninja) vs Password (Yoshi) - Grand Finals"
"260","/watch?v=MyTg9PqCMac","Smash Ultimate Tournament Grand Finals - Jakal (Wolf) vs Juice (Falco) - CNB 194"
"261","/watch?v=XKW4aXeU8ik","SSBU #29 - Logic vs. Tengu - Grand Finals - Smash Ultimate - 6/27/19"
"262","/watch?v=Gl3U7wHsM38","TSL 178 SSBU Grand Finals Skylar (Incineroar) vs. JumboJack (Diddy/Falco)"
"263","/watch?v=FBS0xoHden8","SL Ultimate #29 - FSharp (Ken) vs Smokk (Ganon) - Grand Finals"
"264","/watch?v=dYxpA7IyC00","SOS 140 SSBU Grand Finals TUX|Stroder (Greninja/Falco/Pokemon) vs. JumboJack (Diddy)"
"265","/watch?v=SgjCcHSC1ME","Rushdown 27 - HMO | N (Ryu, Greninja) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"266","/watch?v=7vlBKJOLwwE","GRAND FINALS - SSBU - Zen's Hotdog Stand #107 - Skilly (Villager) vs SKITTLES!! (Young Link)"
"267","/watch?v=eRWiq1BXpsc","Rushdown 26 - TLOC | Awestin (Ness) vs VLR | Army (Olimar, Snake) Grand Finals - SSBU"
"268","/watch?v=LAONwsh75ls","Rushdown 25 - Karna (Joker, Sheik) vs waltz (Mega Man) Grand Finals - SSBU"
"269","/watch?v=Z3kKXyjJvvc","VS Weekly 6/20/19 - Grand Finals - Morpheus (Mega Man) vs eU | Samsora (Peach) - SSBU"
"270","/watch?v=4G9hXtdGfy0","Smashadelphia 2019 SSBU - The Great Gonzales (G&W, Palu) Vs  LingLing (Peach) Ultimate Grand Finals"
"271","/watch?v=bkRk3ty3cME","Ascension VI SSBU Top 64 Grand Finals - Ar|BestNess (Ness) vs Dem|Pandarian (Pokemon Trainer)"
"272","/watch?v=dBvG9md7GTg","Morpheus vs AzureJose - SSBU Grand Finals - Raiders Rumble June 9th"
"273","/watch?v=a7kK8yP3XXU","Smash Ultimate Tournament - Gen (Palutena) Vs. Wishes (Inkling, Joker) SSBU Xeno 166 Grand Finals"
"274","/watch?v=DgVJrqRJt4U","SSBU #28 - Promaelia vs. Xerom - Grand Finals - Smash Ultimate - 6/20/19"
"275","/watch?v=-5PUi78ZNvQ","SOS 139 SSBU Grand Finals Junior Z (Roy) vs Stroder (Joker/Pokemon/Falco/Snake/Mario/Luigi)"
"276","/watch?v=ELqIitc45Jo","USW 28 - WBG | MVD (Snake) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"277","/watch?v=D_60i_FD6RE","Super Smash Bros. Ultimate: ANEXT 2019 - Full Tournament! [TOP8 + FInals]"
"278","/watch?v=q_0iszSJbDk","GGB Fight Club <U+95D8><U+4F1A><U+6240> #2 Grand Finals - Brood (Piranha Plant) VS Jagaimo (Joker)"
"279","/watch?v=jjwp1Ee56dk","Spectrum #97 - Beast / Juice Vs. Aww8badges / Darkmatter - Grand Finals - SSBU"
"280","/watch?v=k9LwOrHB9zo","Spectrum #97 - SpS | Leon (Bowser) Vs. SH | Chrismus (Inkling) - Grand Finals - SSBU"
"281","/watch?v=Ov86a6_CrRE","PBLK Wood(G&W) vs Cadence(Pikachu)  Arcade Legacy #23 SSBU  Grand Finals"
"282","/watch?v=ODvMmZc649M","Smash at the Paramount SSBU - TL | Dabuz (Rosalina) Vs. Ally (Snake) Smash Ultimate Grand Finals"
"283","/watch?v=HdnTGZmlsyg","USW 27 - HyLeN + Awestin vs Lunchables + Xillion - Grand Finals SSBU"
"284","/watch?v=tIVW7fJUKKc","USW 27 - Lima (Bayonetta) vs WBG | MVD (Snake) Grand Finals - SSBU"
"285","/watch?v=KwiitSl-kJk","Spectrum #96 - Juice / Beast Vs. Darkmatter / Aww8badges - Grand Finals - SSBU"
"286","/watch?v=_Swo7ZZj1UQ","USW 26 - TLOC | Awestin (Ness) vs FRKS | Cheeks (Cloud) Grand Finals - SSBU"
"287","/watch?v=h8NLjtGaJs0","MasterHand 46 SSBU -Grand Finals- Tatsutsuyo(Mario) vs. <U+30CB><U+30AD>(Inkling)"
"288","/watch?v=9aBiK3dj0JI","The Mang0 3 - R2G | Kameme (Mega Man) VS Elegant (Luigi) - Smash Ultimate - Grand Final"
"289","/watch?v=64jAO6TNWDA","COST 2019 Ultimate Singles - Grand Finals: WBG | MVD [L] (Snake) vs DB | Yeti (Mega Man)"
"290","/watch?v=v3q3Z2Wr1gY","DDD 19 SSBU Grand Finals - JumboJack (Diddy Kong) vs Potter (Fox) Part 1"
"291","/watch?v=GZBnboQQGX4","OWG 6-9-19 Peabnut (Diddy Kong) VS. Mage (Falco) - SSBU Grand Finals"
"292","/watch?v=hpGMqM-7RFc","USW 25 - Awestin + Karna vs Ol'ThisGuy + Deluxemenu - Grand Finals SSBU"
"293","/watch?v=VMst6S-yqhE","USW 25 - Dojo (Inkling) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"294","/watch?v=YMO5qknwOhE","Crown 2019 SSBU - TUX | Stroder (Greninja, Wolf) Vs. A | Prodigy (Mario) Smash Ultimate Grand Finals"
"295","/watch?v=UjqbZ6BFC_s","Rushdown 22 - Grayson (ROB, DK) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"296","/watch?v=zG4clpR27Wo","SR4 SSBU - ChillyChilli (Pikachu) Vs. MopN (Joker) Grand Finals Smash Ultimate"
"297","/watch?v=sowwGKXCZw4","TSL 175 SSBU Grand Finals - Skarm (Mario/Ken) vs Bethel3D (Toonlink)"
"298","/watch?v=DV5UfsM637U","Smash Ultimate Tournament Grand Finals - Juice (Falco) vs Sauce (Mario) - CNB 191"
"299","/watch?v=gzEUT-UFXuA","BASH#3 SSBU - Oosoodom (Wario) VS Red-Sider (Marth) Grand Final"
"300","/watch?v=UGe3Dni6jqw","Smash Ultimate Tournament - Venia (Greninja) Vs. Mr E [L] (Lucina) SSBU Xeno 164 Grand Finals"
"301","/watch?v=5dhO7o8J6q4","Smash Ultimate Tournament - Dazai (Roy) Vs. ZD [L] (Wolf, Fox) S@X 305 SSBU Grand Finals"
"302","/watch?v=Z9cas1J_J4U","[Minoria Absoluta #3] Marc (Lucina) vs marcpq (Inkling) SSBU Grand Finals"
"303","/watch?v=3KxZ7vFc0jM","Rushdown 20 - SU | Hakii (Diddy, Incineroar) vs Slither2Hunter (Diddy) Grand Finals - SSBU"
"304","/watch?v=I2ANScRa9R8","Rushdown 21 - TLOC | Awestin (Ness) vs TLOC | Denti (Olimar) Grand Finals - SSBU"
"305","/watch?v=QMDHAZx92vw","SNS5 SSBU - FOX MVG | Mkleo (Joker) Vs. eUnited | Samsora (Palutena) Smash Ultimate Grand Finals"
"306","/watch?v=jV6o3g7tp5I","SNS5 SSBU - Nairo & Dark Wizzy Vs. Ally & BC | Mr. R - Smash Ultimate Doubles Grand Finals"
"307","/watch?v=8mlNrY8kV0A","Momocon 2019 SSBU - FOX | Mkleo vs TSM | Tweek Ultimate Grand Finals (Spanish)"
"308","/watch?v=nt6DOlxvj9U","Spectrum Smash #93 - Lemontea / Blue Vs. Aww8badges / Darkmatter - Grand Finals - SSBU"
"309","/watch?v=xHdtUFONbJk","Momocon 2019 SSBU -  FOX | Mkleo vs TSM | Tweek Ultimate Grand Finals"
"310","/watch?v=2dGm3GVLTTI","USW 24 - TLOC | Lunchables (Chrom) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"311","/watch?v=YdbP5Tyezuk","USW 23 - MVD + Awestin vs Deluxemenu + AvoiD - Grand Finals SSBU"
"312","/watch?v=dE-dv1x3C8U","USW 23 - WBG | MVD (Snake) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"313","/watch?v=0NvXNbrWurY","CB 2019 SSBU - dB | yeti (Mega Man) Vs. SV KJS | Maister (Game & Watch) Smash Ultimate Grand Finals"
"314","/watch?v=1sqIJm2JH2U","DOJO CIRCUIT #24 SSBU KURY VS CK GRAND FINAL"
"315","/watch?v=It-RgQpSUZM","Mega Drive 6 SSBU - Static[W] (Pikachu) vs Dowser[L] (Ridley) - Grand Finals"
"316","/watch?v=ZextMlsaVIk","NA | sinnyboo242 Inkling vs Parappa Ryu - Grand Finals - Invincible IV - SSBU Singles"
"317","/watch?v=9b5AJyH0H9M","CWQLD11: Shitashi vs Mr. L (Grand Finals)"
"318","/watch?v=8RGTqz5T40Q","Momocon 2019 SSBU - Echo Fox | MVG | MK Leo & PG | Marss vs. EU | Samsora & Ally Doubles Grands"
"319","/watch?v=d6mlR47X2gA","MSM 190 T1 | Larry Lurr ( Falco) vs Scarz | Xzax (Inkling) Grand Finals - Smash Ultimate"
"320","/watch?v=zkGdNU5mccM","DOJO CIRCUIT #23 SSBU DEAP92X VS TZ JACS GRAND FINAL"
"321","/watch?v=-uVUW49Ue5Q","Gamers Assembly 2019 - SSBU Solo - Grand Final - [Konix]Greil (L) vs [Solary]Glutonny"
"322","/watch?v=PBmZk_mFHJ0","Arctic Smash 2 SSBU - LazZzy (Young Link) Vs. Sprinkles (Roy) - Grand Finals"
"323","/watch?v=Sd8Kl4IwcHI","STWS #17 - GRAND FINAL - STIG (Wolf, Falco) Vs. LoveAndTolerance (Isabelle) - SSBU Tournament"
"324","/watch?v=4zWjxB5tVuI","GOML 2019 SSBU - TSM | Tweek (Roy) Vs. PG | Marss (ZSS) Smash Ultimate Tournament Grand Finals"
"325","/watch?v=94EHE8yy3Ek","Smash Ultimate Tournament - ZD (Wolf) Vs. Seagull Joe [L] (Pikachu) - The Grind 76 SSBU Grand Finals"
"326","/watch?v=tqLg4iLojNk","GOML 2019 SSBU - Nairo & Cosmos Vs. MkLeo & Serge - Smash Ultimate Tournament Grand Finals"
"327","/watch?v=iIlgFru4Ess","Mega Drive 5 SSBU - Static (Pikachu) vs Twelvegage (Ness) - Grand Finals"
"328","/watch?v=Sf-Ee-8CJfA","[Elite Gaming Center #04] Greward (Planta Piraña) vs Marc (Lucina) SSBU Grand Finals"
"329","/watch?v=xma-I6kny4w","GRAND FINALS - SSBU - Zen's Hotdog Stand #101 - Skittles (Toon Link) vs Kwaz (Ken, Simon)"
"330","/watch?v=OYTnq5fE9gE","Philly SSBU Arcadian: Spring 2019 - Ten (Greninja) vs RKO (Chrom) - Grand Finals"
"331","/watch?v=64Vlu8baHc4","SGL 2019 SSBU - TSM | Tweek (Wario) Vs. PG | Cosmos (Inkling) Smash Ultimate Tournament Grand Finals"
"332","/watch?v=QauyaYou3U4","SGL 2019 SSBU - Nakat & Cosmos Vs. Tweek & Marss - Smash Ultimate Tournament Grand Finals"
"333","/watch?v=bRMkm_lepLI","USW 22 - FRKS | Cheeks (Cloud) vs SU | Hakii (ZSS) Grand Finals - SSBU"
"334","/watch?v=pmv0znwdoLA","USW 21 - BTB | Orex (Peach) vs SU | Hakii (Link) Grand Finals - SSBU"
"335","/watch?v=cCBzYZAXm7Y","Smash Ultimate Tournament - Dill (ROB) Vs. Bankai (ZSS) SSBU Xeno 160 Grand Finals"
"336","/watch?v=Yf8aDk4hEoI","Smash Ultimate Tournament - Dexter [L] (Lucina) Vs. ZD (Wolf) - S@X 301 SSBU Grand Finals"
"337","/watch?v=QRLaTakdHtQ","Rushdown 19 - SU | Hakii (Link) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"338","/watch?v=yeT7uvyH0co","Thunder Smash SSBU - TL | Dabuz (Olimar) Vs WBG | MVD (Snake) Smash Ultimate Tournament Grand Finals"
"339","/watch?v=RyAHm3sZkQs","MasterHand 44 SSBU -Grand Finals- Tatsutsuyo(Mario) vs. Airi(Pichu)"
"340","/watch?v=XUoKcOpkGLc","Smash Ultimate Tournament - Dexter (Wolf) Vs. ZD [L] (Fox) - The Grind 74 SSBU Grand Finals"
"341","/watch?v=ktlCIfZ1J10","MSM 187 - Elegant (Luigi) Vs. POW | MastaMario (Mario) Grand Finals - Smash Ultimate"
"342","/watch?v=AZA6A44waQk","Umebura JM2019 SSBU - ProtoBanham (Lucina) Vs R2G | Kameme (Mega Man, Sheik, Wario) Grand Finals"
"343","/watch?v=zW6nh2CM-CQ","Fight ROM  SSBU - ShakaOmega (MewTwo) vs Xero (Cloud) - Grand Final"
"344","/watch?v=QdsyZptbi7U","Strike League Qualifier 2 - TLOC | Awestin (Ness) vs TLOC |Denti (Olimar) Grand Finals - SSBU"
"345","/watch?v=bVrrpsR3moA","CtP3 SSBU - WBG | MVD (Snake) Vs. CND | Raito (Duck Hunt) Smash Ultimate Tournament Grand Finals"
"346","/watch?v=ohixkAzACt0","Smash Ultimate Tournament - ZD (Fox, Wolf) Vs. Pathoran [L] (Snake) - The Grind 73 SSBU Grand Finals"
"347","/watch?v=GnuuO0v3QLs","USW 20 - eLH | Kosoku (Pichu) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"348","/watch?v=-TH1x_vxLlQ","USW 20 - HyLeN + YellowRello vs Dakpo + Awestin - Grand Finals SSBU"
"349","/watch?v=3vJMmKZ6g54","Spectrum Smash #89 - Shoyo James (Chrom) Vs. Leon (Bowser) - Grand Finals - SSBU"
"350","/watch?v=gcMpUKrUEJY","Spectrum Smash #88 - Leon (Bowser) Vs. SH | Darkmatter (Ness) - Grand Finals - SSBU"
"351","/watch?v=-iM2l5OiyRQ","WNF 1.10 - WaDi (Wii Fit Trainer) vs  Elegant (Luigi) Grand Finals - Smash Ultimate"
"352","/watch?v=xpDXpFXLmGY","Smash Ultimate Tournament - Seagull Joe (Palutena, Wolf) Vs. Dexter (Wolf) S@X 299 SSBU Grand Finals"
"353","/watch?v=EHMvuBiIv7Q","Smash Ultimate Tournament Grand Finals - Josh Cast (Joker) vs Moosh (Captain Falcon) - S@LT 185"
"354","/watch?v=qBmdrrtlw5s","SSBU Special - [L] Chase vs [W] Dean - Grand Finals - Super Smash Bros. Ultimate"
"355","/watch?v=qBCTTrmkFes","Pound 2019 SSBU -  Ally (Snake) VS Armada Myran (Olimar) Smash Ultimate Grand Finals"
"356","/watch?v=-wIbF4iO1Pk","Nimbus 41- Solary Glutonny (Wario) vs myR quiK (Samus) Grand Final - Smash Ultimate"
"357","/watch?v=L5fyHkSTy3c","Pound 2019 SSBU - PG Marss VS SSN Riddles - Squad Strike Grand Finals"
"358","/watch?v=0g7Dy7dmeb8","Pound 2019 SSBU Teams -  Nairo & Samsora VS  Marss & Light - Ultimate Grand Finals"
"359","/watch?v=iMYSRBiFwoQ","Suplex City - Shoyo James (Chrom) vs NRG Nairo (Palutena) Grand Final - Smash Ultimate"
"360","/watch?v=xylpPpqH8Tw","USW 19 - TLOC | Awestin (Ness) vs PG | ESAM (Joker, Yoshi, Pikachu) Grand Finals - SSBU"
"361","/watch?v=BdUojbxExc0","USW 18 - FRKS | Cheeks (Cloud) vs Denti (PT) Grand Finals - SSBU"
"362","/watch?v=aYAe1jOsgws","Smash Ultimate Joker Tournament Grand Finals - Chia (Joker) vs Spiro (Joker)"
"363","/watch?v=0IsDW9-ByGA","Seba (Roy) vs Mr. Newport (Little Mac) Grand Finals | SSBU Mini-Glitch Weekly @ GGC"
"364","/watch?v=zdRBgxbrWq4","Rushdown 18 - TLOC | Awestin (Ness) vs Dakpo (Diddy) Grand Finals - SSBU"
"365","/watch?v=Dh7FLZLKVYo","DOJO CIRCUIT #19   SSBU   R2 VS ZEB   GRAND FINAL"
"366","/watch?v=_AcO0dtIhQI","WNF 1.9 Mr E (Lucina) vs SweetT (Joker) - Grand Finals - Smash Ultimate"
"367","/watch?v=YC-yP2jLIQ0","SSBU-DIETDADDIES (FALCON ZELDA) SUBMISSIONSON22ND (DEDEDE GANONDORF) Grand Finals VSCommunity Week 3"
"368","/watch?v=cHsl2vfo3aA","[Codec Call] marcpq (Inkling) vs Greward (Olimar) SSBU Grand Finals"
"369","/watch?v=MeGUf8DIJqk","[Codec Call] Greward + Marc vs sisqui + Hikotsu SSBU Grand Finals"
"370","/watch?v=MvdA0x0uh84","Smash Ultimate Tournament - Gen (Palutena) Vs. Dill (ROB) SSBU Xeno 156 Grand Finals"
"371","/watch?v=8iqI4jDPaNU","SSBU CSWK3 | C (Simon & Pit ) vs JuN (Link) | Grand Finals"
"372","/watch?v=Q0hjI8mMhVA","Rushdown 17 - Denti (PT) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"373","/watch?v=PFTER3Bx7KE","SSBU - PSINEWAVE (NESS) INKOGNITO (ROY/Wolf) #VScommunity Week 2 Grand Finals"
"374","/watch?v=7LKOrNTFf8o","Mr E vs Nairo<U+3010>Grand Finals<U+3011>Fandom Legends Online Tournament SSBU"
"375","/watch?v=hMJm5eWE5fo","[NA19.1] SSBU Solo Grand Final - Oplon | Jeda VS Le Stream Esport | Flow"
"376","/watch?v=edFpRRsnOEw","SSBU Stone Ocean Major - Pelox vs GARU (Grand finals 1)"
"377","/watch?v=AM-J1hPlocc","QT (Snake) vs Mr.Newport (Marth) Grand Finals | Mini-Glitch Tuesdays SSBU @ GGC 04-2-2019"
"378","/watch?v=SFKMaLc4mJA","SSBU - BBB2019 - Liquid Dabuz vs H03K Gen Grand Finals"
"379","/watch?v=g9q05B2FspE","SSBU - BBB2019 - Off the Dome vs Team Plantanos Grand Finals"
"380","/watch?v=MxTaoHxyTGM","USW 17 - TLOC | Awestin (Ness) vs SU | Hakii (Link) Grand Finals - SSBU"
"381","/watch?v=bNFSd3kzxXw","USW 17 - Awestin + Gyo vs Denti + Cheeks - Grand Finals SSBU"
"382","/watch?v=VudgwuqHvGY","Smash Ultimate Tournament - Jul (Robin) Vs. Mr E [L] (Lucina) SSBU Xeno 155 Grand Finals"
"383","/watch?v=0skI7qX2Xyw","Smash Ultimate Tournament - Seagull Joe (Young Link) Vs. Pathoran (Snake) S@X 296 SSBU Grand Finals"
"384","/watch?v=wybsZaAHbWo","SBW 7 - TLOC | Awestin (Ness) vs WBG | MVD (Snake) Grand Finals - SSBU"
"385","/watch?v=geAs9Kamhss","Smash Ultimate Tournament - Ally (Mario) Vs. Esam (Pikachu) BoBC3 SSBU Grand Finals"
"386","/watch?v=-GxOYpswr8E","Smash Ultimate Tournament - Venia (Greninja) Vs. NickC (Captain Falcon) SSBU Xeno 154 Grand Finals"
"387","/watch?v=3LxoZv8X_D8","USW 16 - BtB | Orex (Peach) vs Denti (PT) Grand Finals - SSBU"
"388","/watch?v=Xy73W1nyNrw","DOJO CIRCUIT #16 - SSBU - TZ | TSUNA VS ALYAR - GRAND FINAL"
"389","/watch?v=GRkp54uNmTY","USW 15 - TLOC | Awestin (Ness) vs FRKS | Cheeks (Cloud) Grand Finals - SSBU"
"390","/watch?v=S0lvTpTXkso","USW 15 - JaySon + Awestin vs Dakpo + Denti - Grand Finals SSBU"
"391","/watch?v=fIgAZMrxiRo","Switch Versus @ The Lab #16 | Deli vs Moosh_Da_Moosh - Grand Final - SSBU"
"392","/watch?v=EA58Y7aOWVs","SSBU #15 AF | Iota (Ridley) VS AG | WaDi (ROB) Grand Finals"
"393","/watch?v=Rf0gxPXhycU","Japan Smash Ultimate Tournament - Eim (Wolf) Vs. Shuton (Olimar) WSP29 SSBU Grand Finals"
"394","/watch?v=m1H4zKujuV8","GAS9 Grand Final - Mege VS Ryng Tolu [SSBU]"
"395","/watch?v=8A4asZHhZZM","Rushdown 14 - TLOC | Awestin (Ness) vs Denti (PT) Grand Finals - SSBU"
"396","/watch?v=DcG05fSOmt8","Smash Ultimate Tournament - Pathoran [L] (Snake) Vs. ZD (Fox) - The Grind 68 SSBU Grand Finals"
"397","/watch?v=eyQHTsiotpQ","Phantom - SRG | DefectiveDagger vs. Luco  - SSBU - Grand Finals"
"398","/watch?v=gFjYCebXQe8","Collision 2019 Grand Finals - Nairo (Palutena/Ganondorf) vs Marss (Zero Suit Samus) - Smash Ultimate"
"399","/watch?v=a5zQhWmlXT4","USW 14 - TTN | Trela (Ridley) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"400","/watch?v=17VtP0Jp_I8","Rushdown 13 - TLOC | Awestin (Ness) vs Army (Olimar) Grand Finals - SSBU"
"401","/watch?v=OFeUJ-NNFas","WNF 1.4 - Nicko (Shulk) vs Elegant (Luigi) Grand Finals - Smash Ultimate"
"402","/watch?v=nidutrLXmsY","DOJO CIRCUIT #14 - SSBU - TZ TSUNA VS MUSTANG - GRAND FINAL"
"403","/watch?v=wmw6YzAvUjE","GAS8 Grand Final - Mege (Ike) VS Ryng Tolu (Bowser, Cloud) [SSBU]"
"404","/watch?v=ujGXEEbQs-8","Smash Ultimate Tournament - [L] MuteAce (Peach) Vs. Salem (Snake) Ultimate Gamer SSBU Grand Finals"
"405","/watch?v=VUwe6utXGrA","USW 13 - HNTI | Magister (Incineroar) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"406","/watch?v=GLpv8e7gylc","USW 13 - Awestin + JaySon vs Dakpo + Deluxemenu - Grand Finals SSBU"
"407","/watch?v=xX1IAx__YXU","Rushdown 12 - Dakpo (Pichu) vs TLOC | Awestin (Ness) Grand Finals - SSBU"
"408","/watch?v=sUHrAIWm4ZY","HAT 56 - K9sbruce (Wolf) Vs. Nicko (Shulk) Grand Finals - Smash Ultimate"
"409","/watch?v=M3WFEGpFFno","USW 12 - TLOC | Awestin (Ness) vs Lima (Bayonetta) Grand Finals - SSBU"
"410","/watch?v=8MHivGe2n9E","HEX Anniversary Edition - Maister Vs.  Javi SSBU - Grand Finals"
"411","/watch?v=-CawvCQ_2Ig","[Jurassic SeriesIII] SheikThat(Sheik&Lucina) vs Enmasgel(Link niño)-SSBU Grand Final"
"412","/watch?v=0FOLisaUER0","Smash Ultimate Tournament - WaDi (Rob) Vs. Mj [L] (Rob) - S@X 291 SSBU Grand Finals"
"413","/watch?v=3aZ9D2q7C9w","Smash Ultimate Tournament Grand Finals - Vex Kasrani (King K Rool) vs Moosh (Richter) - S@LT 177"
"414","/watch?v=K4MqRRcsuAE","Throwdown LX #54 - Cyrus (Greninja) vs Zekip (Shulk) - SSBU Grand Finals"
"415","/watch?v=Lvwsd31cTKo","Smash Crusades: Red as Dawn - SSBU - Grand Final - Xeon / Eking Vs. Zoombit / Knight"
"416","/watch?v=pzrVVA0aVfw","TSM | Tweek (Wario) vs. FOX MVG | MkLeo (Lucina) - Grand Finals - Frostbite 2019"
"417","/watch?v=Dtg-Gge0Mu4","[Bastinazo Express] WolfFang (Wolf) vs Kaji (Lucas, Donkey Kong) SSBU Grand Finals"
