"","entry_nr","entry_date","entry_id","tournament","url","player","placement","character"
"142060",738,2019-03-24,"738-1","Full Bloom 5 ","https://smash.gg/tournament/full-bloom-5/events/ultimate-singles/brackets/538711/915067
"," Rishi ",5,"Link"
"142069",739,2019-03-25,"739-1","Saturn Ultimate Smash ",NA," Otakuni ",2,"Link"
"142084",742,2019-03-25,"742-1",NA,"https://smash.gg/tournament/qualifi...e-vs-lux-crew-battle/standings?page=1&sortBy=Qualifications "," Otakuni ",5,"Link"
"142264",803,2019-04-05,"803-1","Weekly Smash Party #31 ","https://smash.gg/tournament/weekly-...-1on1-ultimate-singles/brackets/564668/948135 
"," Lean ",7,"Link"
"142301",814,2019-04-07,"814-1","Kawaii Kon 2019 ","https://smash.gg/tournament/kawaii-...gles-kkon19-main-event/brackets/550042/928754
"," Scizor ",7,"Link"
"142306",814,2019-04-07,"814-1","Kawaii Kon 2019 ","https://smash.gg/tournament/kawaii-...gles-kkon19-main-event/brackets/550042/928754
"," Snappy ",9,"Link"
"142450",824,2019-04-14,"824-1","2GG: Prime Saga ","https://smash.gg/tournament/2gg-prime-saga-1/events/ultimate-singles/brackets/495899/859565
"," T ",7,"Link"
"142471",824,2019-04-14,"824-1","2GG: Prime Saga ","https://smash.gg/tournament/2gg-prime-saga-1/events/ultimate-singles/brackets/495899/859565
"," Javi ",3,"Link"
"142541",832,2019-04-16,"832-1","Mega Smash Mondays 185 ","https://smash.gg/tournament/mega-smash-mondays-185/events/ultimate-singles/brackets/556897/937645
"," T ",4,"Link"
"142603",840,2019-04-21,"840-2","Revenge of the 6ix ",NA," Orange ",2,"Link"
"142696",846,2019-04-22,"846-1","UltiMelt #12 ",NA," Snoua ",3,"Link"
"142704",848,2019-04-24,"848-1","Toryumon Kiwami #17 ",NA," T ",3,"Link"
"142739",857,2019-04-28,"857-1","Icarus V ","https://smash.gg/tournament/icarus-v/events/singles/standings
"," Izaw ",3,"Link"
"142835",862,2019-04-29,"862-1","Come to Papa 3 ","https://smash.gg/tournament/come-to-papa-3/events/smash-ultimate-singles/brackets/555418/935744
"," Kobe ",3,"Link"
"142884",869,2019-05-01,"869-1","Crawkuza #1 ","https://smash.gg/tournament/crawkuz...smash-ultimate-singles/brackets/581927/971294
"," Hakii ",3,"Link"
"142926",873,2019-05-02,"873-1",NA,NA," T ",3,"Link"
"143061",882,2019-05-05,"882-1","Smash @ Humber May Monthly ","https://smash.gg/tournament/smash-humber-may-monthly/events/ultimate-singles/standings
"," Orange ",5,"Link"
"143111",888,2019-05-08,"888-1","Toryumon#18 ","https://challonge.com/toryumon_kiwami_18
"," T ",4,"Link"
"143119",889,2019-05-08,"889-1","Toryumon Kiwami #18 ",NA," T ",4,"Link"
"143191",892,2019-05-11,"892-3","Gaam Gladiators Esports Championship ","https://smash.gg/tournament/gaam-gl...-bros-ultimate-singles/brackets/587075/978268
"," Ross ",4,"Link"
"143261",898,2019-05-12,"898-1","Smashpoint ","https://smash.gg/tournament/smashpoint/events/ultimate-singles/brackets/588689/980442
"," Duo ",9,"Link"
"143332",905,2019-05-16,"905-1","Ueno Smash Ultimate #12 ","https://smash.gg/tournament/12-sp-u...mate-singles/brackets/590009/982112/standings
"," Manzoku ",3,"Link"
"143337",905,2019-05-16,"905-1","Ueno Smash Ultimate #12 ","https://smash.gg/tournament/12-sp-u...mate-singles/brackets/590009/982112/standings
"," Halo ",7,"Link"
"143347",907,2019-05-16,"907-1","Smash Cafe 5/15/19 ",NA," TSU | Alto ",2,"Link"
"143386",913,2019-05-19,"913-1","Byte 2019 ","https://smash.gg/tournament/byte-2019-smash-tournament/events/smash-ultimate-singles/overview
"," ZartZu ",4,"Link"
"143388",914,2019-05-19,"914-1","Wanted: Season 2, Chapter 7 ",NA," Otakuni ",2,"Link"
"143402",915,2019-05-19,"915-1","Ascension V ","https://smash.gg/tournament/ascension-v/events/ultimate-single-rebuilt/overview
"," Arrow ",7,"Link"
"143448",916,2019-05-19,"916-1","Stunfest 2019 ","https://smash.gg/tournament/stunfes...bros-ultimate-stunfest/brackets/590916/983316
"," Otakuni ",7,"Link"
"143511",917,2019-05-19,"917-1","Get On My Level 2019 ","https://smash.gg/tournament/get-on-...ts/smash-bros-ultimate/brackets/574629/962054
"," Orange ",9,"Link"
"143531",920,2019-05-20,"920-1","GoTE 4TheKids 2019 ","https://smash.gg/tournament/gote-4t...smash-ultimate-singles/brackets/591026/983662
"," Salem ",5,"Link"
"143536",921,2019-05-21,"921-1","Cattenom Gaming Day ",NA," Otakuni ",2,"Link"
"143579",928,2019-05-25,"928-1","SmashLoft Ultimate Weekly #24 ","https://smash.gg/tournament/smashlo...vents/ultimate-singles/brackets/592174/985527
"," Izaw ",1,"Link"
"143589",928,2019-05-25,"928-2","MGC: Ultimate Weekly #23 ","https://challonge.com/mgcuw23
"," Izaw ",3,"Link"
"143714",933,2019-05-26,"933-1","MomoCon 2019 ","https://smash.gg/tournament/momocon-2019-1/events/smash-ultimate-singles/brackets/538856/915316
"," Zuki ",9,"Link"
"143758",939,2019-05-29,"939-1","Toryumon Kiwami #21 ",NA," T ",1,"Link"
"143899",945,2019-06-02,"945-1","DreamHack Dallas 2019 ","https://smash.gg/tournament/dreamha...er-smash-bros-ultimate/brackets/594342/988480
"," Hakii ",9,"Link"
"143985",947,2019-06-03,"947-1","Weekly Smash Party #39 ","https://smash.gg/tournament/weekly-...mate-singles/brackets/599268/995039/standings
"," T ",2,"Link"
"144019",948,2019-06-04,"948-4","XenoSaga XXV ","https://smash.gg/tournament/xenosaga-xxv/events/singles/brackets/593352/987170
"," Zomba ",4,"Link"
"144067",956,2019-06-08,"956-1","Vandeouvre in Game ",NA," Otakuni ",3,"Link"
"144204",976,2019-06-15,"976-1","Gamebookr's mid year smash ultimate tournament ",NA," Yoshi ",5,"Link"
"144256",979,2019-06-16,"979-1","Heroes vs Villains 2019 ",NA," Espeon-CH ",9,"Link"
"144277",980,2019-06-16,"980-1","SMASH at The Paramount ","https://smash.gg/tournament/smash-a...s/super-smash-bros-ultimate-singles/standings
"," frenchtutor_ ",3,"Link"
"144345",986,2019-06-17,"986-1","We Tec Those 9 ","https://smash.gg/tournament/wetecthose-9/events/ultimate-singles/overview
"," Javi ",3,"Link"
"144360",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," T ",2,"Link"
"144376",987,2019-06-22,"987-1","Sumabato SP 5 ","https://challonge.com/sumabatosp5t
"," Manzoku ",7,"Link"
"144473",998,2019-06-24,"998-1","Vs tournament vol. 3 ",NA," Payoen ",3,"Link"
"144525",1007,2019-06-29,"1007-1","A-Kon 2019 ","https://smash.gg/tournament/a-kon-2019-electronic-gaming-1/events/ultimate-singles/standings
"," Hakii ",2,"Link"
"144684",1012,2019-06-30,"1012-1",NA,NA,"	RiotLettuce	",9,"Link"
"144697",1012,2019-06-30,"1012-1",NA,NA,"	Ross  	",9,"Link"
"144763",1015,2019-07-03,"1015-1","Toryumon Kiwami #26 ","https://challonge.com/ja/toryumon_kiwami_26
"," T ",2,"Link"
"144787",1017,2019-07-06,"1017-1","Karisuma SP 3 ","https://challonge.com/KarisumaSP3T
"," Manzoku ",3,"Link"
"144851",1021,2019-07-07,"1021-1","Albion 4 ","https://smash.gg/tournament/albion-4/events/smash-ultimate-singles/standings
"," Otakuni ",3,"Link"
"144954",1029,2019-07-13,"1029-1","Union XXI ","https://smash.gg/tournament/union-xxi/events/super-smash-bros-ultimate-singles/standings
"," ZartZu ",4,"Link"
"145051",1034,2019-07-15,"1034-1",NA,"https://smash.gg/tournament/smashing-sundays-lvlup-1/events/singles/standings 
"," Dabub ",5,"Link"
"145071",1037,2019-07-15,"1037-1","2GG: Breakthrough 2019 ","https://smash.gg/tournament/2gg-bre...ents/ultimate-singles/brackets/615075/1016213
"," Arrow ",9,"Link"
"145110",1039,2019-07-15,"1039-1","<U+5317><U+9678><U+7121><U+53CC>#4 ","https://challonge.com/bjw7e4zi
"," Rido ",2,"Link"
"145127",1042,2019-07-17,"1042-1","Kurobra 17 ","https://smash.gg/tournament/17/events/super-smash-bros-ultimate-singles/standings
"," Manzoku ",7,"Link"
"145221",1051,2019-07-22,"1051-1","Churabura Ultimate ","https://braacket.com/tournament/ChuraburaUltimate/match
"," Peppu ",3,"Link"
"145273",1058,2019-07-25,"1058-1","Ueno Smash Ultimate #21 ","https://smash.gg/tournament/21-sp-u...1on1-ultimate-singles/brackets/628056/1036285 
"," Manzoku ",7,"Link"
"145302",1061,2019-07-28,"1061-2","Van's Weekly July 27th ","https://challonge.com/17e18tq7 
"," Jank ",5,"Link"
"145325",1063,2019-07-28,"1063-1","Overextend ","https://smash.gg/tournament/overextend/events/ultimate-singles/standings
"," Sandbag ",3,"Link"
"145371",1067,2019-07-29,"1067-1","Smash Factor 8 ","https://smash.gg/tournament/smash-factor-8/events/ultimate-singles/brackets/613055/1013438
"," Bernie ",3,"Link"
"145408",1068,2019-08-01,"1068-1","PSG Classic Ultimate ","https://vegassmash.challonge.com/psgclassicsmashultimate19
"," Geki | T ",4,"Link"
"145424",1069,2019-08-01,"1069-1","6th Annual PSG Classic from HyperX eSports Arena -  Pre-EVO Tournament ","https://vegassmash.challonge.com/de/psgclassicsmashultimate19 
"," Geki | T",4,"Link"
"145529",1075,2019-08-05,"1075-1","EVO 2019 ","https://smash.gg/tournament/evo-2019/events/super-smash-bros-ultimate/standings
"," T ",5,"Link"
"145819",1090,2019-08-12,"1090-1","Sumabato SP 7 ","https://challonge.com/sumabatoSP7T
"," T ",9,"Link"
"145854",1092,2019-08-14,"1092-1","Mega Smash Mondays 202 ","https://smash.gg/tournament/mega-smash-mondays-202/events/ultimate-singles/overview
"," NotJoel ",9,"Link"
"145855",1092,2019-08-14,"1092-1","Mega Smash Mondays 202 ","https://smash.gg/tournament/mega-smash-mondays-202/events/ultimate-singles/overview
"," Arrow ",3,"Link"
"145884",1097,2019-08-17,"1097-1","Umebura SP 4 ","https://smash.gg/tournament/sp4-umebura-sp4-2/events/singles/standings
"," T ",9,"Link"
"145981",1108,2019-08-23,"1108-1","Hype Smashing Lounge #7 ","https://smash.gg/tournament/hype-sm...ate-singles/brackets/632078/1041554/standings 
"," Dabub ",7,"Link"
"146024",1113,2019-08-25,"1113-1","EGS Cup #2 ",NA," T ",4,"Link"
"146133",1122,2019-08-31,"1122-1","SEL 4: Crêpes strikes back // Smash Epitech Lyon ","https://smash.gg/tournament/sel-4-cr-pes-strikes-back-smash-epitech-lyon/events/ultimate-singles
"," HG|CEW | Otakuni ",9,"Link"
"146141",1123,2019-08-31,"1123-1","Throwdown Thursday 77 ","https://challonge.com/thth77/standings 
"," Monty ",2,"Link"
"146348",1144,2019-09-08,"1144-1","Level up smash 2: smash and slurp ","https://smash.gg/tournament/levelup-smash-2-smash-and-slurp/events/singles/overview 
"," Dabub ",4,"Link"
"146418",1157,2019-09-12,"1157-1","Weds Night Fights X Orange County 2019 Summer Season 3.6 ","https://smash.gg/tournament/weds-night-fights-x-orange-county-2019-summer-season-3-5/events
"," Tai ",3,"Link"
"146427",1158,2019-09-13,"1158-1","Sumabato x CYCLOPS #109 ","https://smash.gg/tournament/sumabato-x-cyclops-109-1/events/1v1-singles/standings
"," Yazawa ",7,"Link"
"146450",1161,2019-09-14,"1161-1","Pop Off Arena #1 ","https://smash.gg/tournament/pop-off-arena/events/ultimate-singles/brackets/656822/1075582 
"," HG|CEW | Otakuni ",7,"Link"
"146451",1161,2019-09-14,"1161-1","Pop Off Arena #1 ","https://smash.gg/tournament/pop-off-arena/events/ultimate-singles/brackets/656822/1075582 
"," AS Monaco | VinS ",7,"Link"
"146468",1164,2019-09-15,"1164-1","Revenge of the 6ix September ",NA," Orange ",2,"Link"
"146566",1166,2019-09-15,"1166-1","Glitch 7 - Minus World ","https://smash.gg/tournament/glitch-7-minus-world/events/singles/standings
"," Sova Unknown ",9,"Link"
"146577",1169,2019-09-18,"1169-1","Toryumon Kiwami #36 ",NA," Manzoku ",3,"Link"
"146747",1182,2019-09-28,"1182-1","Umebura SP 5 ","https://smash.gg/tournament/sp5-umebura-sp5/events/singles/standings
"," T ",5,"Link"
"146758",1182,2019-09-28,"1182-1","Umebura SP 5 ","https://smash.gg/tournament/sp5-umebura-sp5/events/singles/standings
"," Lean ",3,"Link"
"146841",1189,2019-09-29,"1189-2","Kamishima #5 ","https://challonge.com/ja/KamishimaSP5
"," Goa ",3,"Link"
"146843",1189,2019-09-29,"1189-2","Kamishima #5 ","https://challonge.com/ja/KamishimaSP5
"," Kyon ",3,"Link"
"146865",1191,2019-09-29,"1191-1","REV Major 2019 ",NA," Yoshi_95 ",5,"Link"
"146884",1192,2019-09-29,"1192-1","San Antonio's Really Feeling It ","https://smash.gg/tournament/san-antonio-s-really-feeling-it/events/singles/brackets/665534/1089082
"," Hakii ",9,"Link"
"146893",1193,2019-09-30,"1193-1","Ultimate Untag Gaming #1 ","https://mobile.twitter.com/UntagFR/status/1176191910949662720https://smash.gg/tournament/ultimat...ash-ultimate-orleans/brackets/656091/1074667/1. "," Link91 ",5,"Link"
"146900",1195,2019-09-30,"1195-1","LGX 2019 ","https://smash.gg/tournament/lgx-201...ience-2019/events/smash-ultimate-1v1/overview
"," HG|CEW | Otakuni ",5,"Link"
"146908",1199,2019-10-01,"1199-1","Chateau Indigo #9  ","https://smash.gg/tournament/chateau-indigo-monthly-9/events/ultimate-singles/brackets/635521/1046189
"," SU|Mad ",5,"Link"
"146922",1200,2019-10-02,"1200-1","Blink Fighting Fest 2019 ","https://smash.gg/tournament/blink-fighting-fest-2019/events/super-smash-bros-ultimate/overview
"," Chazz ",9,"Link"
"146932",1201,2019-10-03,"1201-1","Smash4Glory #6 ","https://challonge.com/de/a47vn3ld
"," Link91",5,"Link"
"146947",1202,2019-10-04,"1202-1","Little Big House 5 ","https://smash.gg/tournament/little-big-house-5/events/ultimate-singles/overview
"," ADADA ",3,"Link"
"147007",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," Otakuni ",5,"Link"
"147015",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," Link91 ",3,"Link"
"147016",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," VinS ",3,"Link"
"147017",1208,2019-10-06,"1208-1","Ultimate Fighting Arena 2019 ","https://smash.gg/tournament/ultimat...single-1vs1/brackets/611817/1011760/standings
"," VoffinatorLJ ",3,"Link"
"147307",1223,NA,"1223-1",NA,"https://smash.gg/tournament/spectrum-114/events/ultimate-singles/overview
"," TR| Zomba ",3,"Link"
"147346",10,2018-12-09,"10-1","Uprising ",NA," Nev ",2,"Dark Samus"
"147504",21,2018-12-15,"21-1","Thursday Night Fight Ultimate 1 ","https://challonge.com/tnfultimate1
"," John Fortnite Kennedy ",5,"Dark Samus"
"147825",53,2018-12-22,"53-1","XG Ultimate Christmas Rumble ","https://smash.gg/tournament/xg-ulti...-bros-ultimate-singles/brackets/480811/841289
"," Headshot ",4,"Dark Samus"
"148233",101,2019-01-02,"101-2","Game-Inn SSBU Tournament ","https://game-inn.challonge.com/SSBU1vs1
"," Teminian ",1,"Dark Samus"
"148335",125,2019-01-04,"125-3","Roadside Smash Ultimate Singles 2 ","https://challonge.com/users/hellviper
"," Hellviper  - ",1,"Dark Samus"
"148813",180,2019-01-12,"180-1","Calyptus Cup Ultimate ","https://smash.gg/tournament/calyptu...er-smash-bros-ultimate/brackets/500530/865203
"," quiK ",4,"Dark Samus"
"148870",185,2019-01-13,"185-1","TGC Returns ",NA," Joker ",9,"Dark Samus"
"148924",191,2019-01-13,"191-2","HST SP 1 ","https://challonge.com/HSTSP1Singles
"," amoda ",7,"Dark Samus"
"148970",195,2019-01-13,"195-1","Smash N' Grab ","https://smash.gg/tournament/smash-n-grab/events/smash-n-grab-singles/overview
"," Lumen ",3,"Dark Samus"
"149017",200,2019-01-14,"200-1","Gainesville Stock Exchange 74 ","https://gatorgaming.challonge.com/GSE74US
"," Ryo ",3,"Dark Samus"
"149032",201,2019-01-14,"201-2",NA,"https://imgur.com/a/TKN9s8G
"," - ",6,"Dark Samus"
"149033",201,2019-01-14,"201-2",NA,"https://imgur.com/a/TKN9s8G
"," - ",5,"Dark Samus"
"149118",218,2019-01-17,"218-1",NA,"https://braacket.com/league/LONUltimate/ranking
"," Train ",2,"Dark Samus"
"149160",223,2019-01-17,"223-1","HST SP1 ","https://challonge.com/HSTSP1Singles
"," amoda ",7,"Dark Samus"
"149180",223,2019-01-17,"223-4","SUN #1 ","https://challonge.com/ldtjyoog
"," Niko ",4,"Dark Samus"
"149266",236,2019-01-19,"236-1",NA,"https://wega.challonge.com/WU2
"," Train ",2,"Dark Samus"
"149277",237,2019-01-19,"237-1","Maroon Mayhem 1 ","https://smash.gg/tournament/maroon-mayhem-1/events/ultimate-singles/standings?filter={}&page=1&sortBy=
"," Meezy ",5,"Dark Samus"
"149317",244,2019-01-19,"244-2","Fight Arena 34 ","https://smash.gg/tournament/esports...vents/ultimate-singles/brackets/492114/855178
"," Koyu ",2,"Dark Samus"
"149323",244,2019-01-19,"244-2","Fight Arena 34 ","https://smash.gg/tournament/esports...vents/ultimate-singles/brackets/492114/855178
"," Muk ",7,"Dark Samus"
"149335",245,2019-01-19,"245-1","The Journey 1 ",NA," Shura ",4,"Dark Samus"
"149350",246,2019-01-20,"246-1","Frosty Faustings XI ","https://smash.gg/tournament/frosty-faustings-xi/events/super-smash-bros-ultimate/standings
"," ThankSwalot ",3,"Dark Samus"
"149578",259,2019-01-20,"259-2","GHQ Weekly 1/20/19 ","https://ghq.challonge.com/mev944ct
"," Thane ",3,"Dark Samus"
"149594",259,2019-01-20,"259-3","Frosty Faustings XI ","https://smash.gg/tournament/frosty-...er-smash-bros-ultimate/brackets/488810/851087
"," ThankSwalot ",3,"Dark Samus"
"149714",269,2019-01-23,"269-5","The Big Cheese 25 ","https://smash.gg/tournament/the-big-cheese-25/events/ultimate-singles/standings
"," Frozen ",4,"Dark Samus"
"149755",277,2019-01-25,"277-1","Smashfirld 173 ","https://smash.gg/tournament/smashfi...o-wild-wings/events/ultimate-singles/overview
"," Advo ",5,"Dark Samus"
"149768",280,2019-01-25,"280-1",NA,"https://www.twitch.tv/videos/369773322"," Train ",2,"Dark Samus"
"149791",283,2019-01-27,"283-1",NA,"https://smash.gg/tournament/ultimat...vents/ultimate-singles/brackets/496501/860365
"," Train ",3,"Dark Samus"
"149868",286,2019-01-27,"286-1","Ultimate TGL #1 ",NA," Ehmon ",5,"Dark Samus"
"150044",311,2019-02-03,"311-1","MECHA ","https://smash.gg/tournament/mecha/events/singles/brackets/515972/883269
"," Joker ",3,"Dark Samus"
"150300",333,2019-02-08,"333-1","Smashfield 175 ","https://smash.gg/tournament/smashfi...o-wild-wings/events/ultimate-singles/overview
"," Advo",3,"Dark Samus"
"150422",369,2019-02-13,"369-1","DGPlay ",NA," Tay ",5,"Dark Samus"
"150439",380,2019-02-13,"380-2","Amphisbaena Cup #3 ","https://challonge.com/ja/g0ry5fp9
"," Tanto ",4,"Dark Samus"
"150628",496,2019-02-24,"496-1","Phoenix Blue 2 ","https://smash.gg/tournament/phoenix-blue-2/events/ultimate-singles/brackets/545332/922696
"," Lian ",9,"Dark Samus"
"150699",499,2019-02-24,"499-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," Advo ",9,"Dark Samus"
"150766",501,2019-02-25,"501-1","Frostbite 2019 ","https://smash.gg/tournament/frostbi...-bros-ultimate-singles/brackets/533725/906246
"," PsychoMyko ",7,"Dark Samus"
"150776",518,2019-02-28,"518-2","Batter-Up Smash #48 ","https://smash.gg/tournament/batter-up-smash-ultimate-weekly-48/events/ultimate-singles/standings
"," ",6,"Dark Samus"
"150803",541,2019-03-02,"541-1","Bit Master Mty 2nd Strike ",NA," Joker ",4,"Dark Samus"
"150915",566,2019-03-05,"566-1","VisTa Tech Those 57 ","https://gooshi.challonge.com/vtt57
"," Advo ",3,"Dark Samus"
"151008",609,2019-03-11,"609-1","Sunday Smash ","https://vegassmash.challonge.com/ss031019
"," Kmoney ",7,"Dark Samus"
"151056",685,2019-03-16,"685-3","Smash À Lez Bi-Weekly #5 ","https://smash.gg/tournament/smash-a...smash-a-lez-biweekly-4/brackets/552277/931606
"," Walf ",4,"Dark Samus"
"151212",725,2019-03-23,"725-1",NA,"https://twitter.com/juddy_96/status/1109398192876109824
"," Parma ",4,"Dark Samus"
"151453",792,2019-04-02,"792-1","Vista Tech Those #61 ","https://gooshi.challonge.com/vtt61/standings 
"," Advo ",2,"Dark Samus"
"151536",817,2019-04-08,"817-1","Ultimate Crush Counter ","https://smash.gg/tournament/ultimate-crush-counter/events/smash-ultimate/standings
"," FDP | Luffy  ",7,"Dark Samus"
"151624",823,2019-04-14,"823-1","Sumabato SP 3 ","https://challonge.com/SumabatoSP3T
"," Parme ",3,"Dark Samus"
"151653",824,2019-04-14,"824-1","2GG: Prime Saga ","https://smash.gg/tournament/2gg-prime-saga-1/events/ultimate-singles/brackets/495899/859565
"," YB ",3,"Dark Samus"
"151750",832,2019-04-16,"832-1","Mega Smash Mondays 185 ","https://smash.gg/tournament/mega-smash-mondays-185/events/ultimate-singles/brackets/556897/937645
"," YB ",5,"Dark Samus"
